max
3.3146589
3.3698928
3.4122596
3.4442399
3.4589229
3.4596505
3.4795017
3.4874542
3.4914541
3.5025373
3.5065982
3.5157962
3.5178516
3.5230088
3.5255976
3.5261161
3.531838
3.5323596
3.535496
3.5373302
3.5381174
3.5404823
3.5444365
3.547346
3.553191
3.5593383
3.5598745
3.5622916
3.5625606
3.5652537
3.57012
3.5755548
3.5763726
3.5763726
3.5862384
3.5923157
3.5923157
3.592593
3.592593
3.5948126
3.5950904
3.5959244
3.5967588
3.5981514
3.598709
3.5998251
3.6037412
3.6065478
3.60711
3.6087987
3.6087987
3.6093624
3.6152987
3.6161497
3.6178539
3.6201305
3.6201305
3.6226978
3.6255581
3.6267047
3.6281395
3.628714
3.6290016
3.6298642
3.6333225
3.6347668
3.6353452
3.6356347
3.6373723
3.637952
3.6388226
3.6396937
3.6420207
3.642312
3.6428947
3.644061
3.6478617
3.6478617
3.6490343
3.6496208
3.6502078
3.651971
3.651971
3.6534426
3.6546216
3.6552114
3.6596475
3.6596475
3.660537
3.6620214
3.6620214
3.6638055
3.6638055
3.6638055
3.6655927
3.6655927
3.6664877
3.6673832
3.670974
3.6712737
3.6730745
3.673375
3.673976
3.6748784
3.6757817
3.6769872
3.6772888
3.6775906
3.6781943
3.6781943
3.6794026
3.6833403
3.6836438
3.6848588
3.6860754
3.6866841
3.688818
3.688818
3.6909564
3.6912622
3.6921804
3.6934059
3.6934059
3.6937125
3.6940193
3.695247
3.695247
3.6958613
3.6958613
3.6964762
3.6967838
3.6970913
3.6973991
3.698015
3.6989393
3.699556
3.699556
3.7001731
3.700482
3.7020266
3.7032642
3.7032642
3.7038836
3.7038836
3.7048135
3.7051237
3.7051237
3.705744
3.705744
3.7060544
3.7069864
3.707608
3.707608
3.7082303
3.7082303
3.7085414
3.7088525
3.709164
3.709164
3.7100987
3.7107224
3.7119708
3.7135336
3.7141593
3.7144723
3.7154121
3.7157254
3.716039
3.7163527
3.7179222
3.7182364
3.7182364
3.7182364
3.7185507
3.7188652
3.7194943
3.7194943
3.7201238
3.7210689
3.7229617
3.7232776
3.7232776
3.7232776
3.7235932
3.7239094
3.7251744
3.7251744
3.7270749
3.7270749
3.7280266
3.728344
3.7299325
3.7302506
3.7302506
3.7302506
3.730887
3.7315235
3.7315235
3.7321608
3.7321608
3.7324796
3.7327983
3.7331173
3.7334363
3.7337554
3.7337554
3.7340746
3.7353525
3.7353525
3.7353525
3.7353525
3.7359922
3.7363122
3.736632
3.7369523
3.7372725
3.7379134
3.7379134
3.7379134
3.7385547
3.7391963
3.7391963
3.7395172
3.7398384
3.7408023
3.7411237
3.7411237
3.7424107
3.7430549
3.7436993
3.7436993
3.744667
3.7456355
3.7456355
3.746605
3.7475753
3.747899
3.7482228
3.7482228
3.7485466
3.7488706
3.7495189
3.7495189
3.7498434
3.7498434
3.750492
3.7508168
3.7514663
3.753092
3.7540689
3.7540689
3.7540689
3.7543945
3.7547204
3.7550466
3.7550466
3.756025
3.756678
3.756678
3.756678
3.7573314
3.7573314
3.7576582
3.7579854
3.7579854
3.7579854
3.7579854
3.7579854
3.7579854
3.7583122
3.7586396
3.7586396
3.7592943
3.7592943
3.7599492
3.7606049
